revision_id,product_sk,mrp,selling_price,effective_from,effective_to
500944,1270,362.82,323.95,2022-01-01,2023-05-04
500945,1270,395.34,352.98,2023-05-05,9999-12-31
500946,1271,739.14,659.95,2022-01-01,2023-10-05
500947,1271,742.22,662.7,2023-10-06,2024-06-22
500948,1271,748.7,668.48,2024-06-23,9999-12-31
500949,1272,337.06,300.95,2022-01-01,2023-09-24
500950,1272,384.12,342.96,2023-09-25,2023-10-26
500951,1272,391.69,349.72,2023-10-27,2024-01-24
500952,1272,386.72,345.29,2024-01-25,2024-09-20
500953,1272,365.51,326.35,2024-09-21,9999-12-31
500954,1273,706.66,630.95,2022-01-01,2023-08-17
500955,1273,669.63,597.88,2023-08-18,2023-09-01
500956,1273,704.36,628.89,2023-09-02,2024-01-07
500957,1273,710.35,634.24,2024-01-08,2024-11-04
500958,1273,680.86,607.91,2024-11-05,9999-12-31
500959,1274,1451.46,1295.95,2022-01-01,2023-09-02
500960,1274,1630.36,1455.68,2023-09-03,2023-09-13
500961,1274,1603.62,1431.8,2023-09-14,9999-12-31
500962,1275,543.14,484.95,2022-01-01,2024-10-17
500963,1275,590.8,527.5,2024-10-18,9999-12-31
500964,1276,184.74,164.95,2022-01-01,2024-02-20
500965,1276,203.18,181.41,2024-02-21,2024-09-07
500966,1276,208.92,186.54,2024-09-08,9999-12-31
500967,1277,1088.58,971.95,2022-01-01,2023-10-28
500968,1277,1201.75,1072.99,2023-10-29,2023-11-13
500969,1277,1308.26,1168.09,2023-11-14,2024-02-09
500970,1277,1442.75,1288.17,2024-02-10,2024-04-23
500971,1277,1505.99,1344.63,2024-04-24,9999-12-31
500972,1278,189.22,168.95,2022-01-01,2023-08-11
500973,1278,207.75,185.49,2023-08-12,2024-04-16
500974,1278,224.83,200.74,2024-04-17,2024-08-15
500975,1278,225.61,201.44,2024-08-16,9999-12-31
500976,1279,852.26,760.95,2022-01-01,2023-06-25
500977,1279,960.41,857.51,2023-06-26,9999-12-31
500978,1280,399.78,356.95,2022-01-01,2024-08-09
500979,1280,422.89,377.58,2024-08-10,2024-08-14
500980,1280,408.18,364.45,2024-08-15,9999-12-31
500981,1281,654.02,583.95,2022-01-01,2023-08-14
500982,1281,637.57,569.26,2023-08-15,2023-09-10
500983,1281,706.53,630.83,2023-09-11,2023-11-14
500984,1281,761.13,679.58,2023-11-15,2024-08-03
500985,1281,859.98,767.84,2024-08-04,9999-12-31
500986,1282,11.14,9.95,2022-01-01,2024-07-15
500987,1282,11.29,10.08,2024-07-16,2024-07-18
500988,1282,12.0,10.71,2024-07-19,2024-07-30
500989,1282,13.96,12.46,2024-07-31,9999-12-31
500990,1283,360.58,321.95,2022-01-01,2024-01-31
500991,1283,338.24,302.0,2024-02-01,9999-12-31
500992,1284,410.98,366.95,2022-01-01,2024-10-01
500993,1284,448.25,400.22,2024-10-02,2024-11-03
500994,1284,480.38,428.91,2024-11-04,9999-12-31
500995,1285,343.78,306.95,2022-01-01,2023-06-21
500996,1285,365.29,326.15,2023-06-22,2023-06-25
500997,1285,394.89,352.58,2023-06-26,2024-01-24
500998,1285,417.87,373.1,2024-01-25,2024-02-12
500999,1285,457.54,408.52,2024-02-13,9999-12-31
501000,1286,85.06,75.95,2022-01-01,2023-07-12
501001,1286,87.51,78.13,2023-07-13,2023-08-17
501002,1286,88.66,79.16,2023-08-18,2024-04-03
501003,1286,92.94,82.98,2024-04-04,9999-12-31
501004,1287,1595.94,1424.95,2022-01-01,2024-06-04
501005,1287,1667.98,1489.27,2024-06-05,2024-06-16
501006,1287,1740.12,1553.68,2024-06-17,9999-12-31
501007,1288,254.18,226.95,2022-01-01,2023-06-19
501008,1288,265.37,236.94,2023-06-20,2023-07-14
501009,1288,274.18,244.8,2023-07-15,2024-01-27
501010,1288,293.26,261.84,2024-01-28,9999-12-31
501011,1289,97.38,86.95,2022-01-01,2023-11-13
501012,1289,93.61,83.58,2023-11-14,2023-11-18
501013,1289,101.05,90.22,2023-11-19,9999-12-31
501014,1290,410.98,366.95,2022-01-01,2023-11-18
501015,1290,476.75,425.67,2023-11-19,9999-12-31
501016,1291,553.22,493.95,2022-01-01,2024-11-07
501017,1291,527.69,471.15,2024-11-08,9999-12-31
501018,1292,539.78,481.95,2022-01-01,2023-07-12
501019,1292,553.9,494.55,2023-07-13,2023-08-02
501020,1292,621.95,555.31,2023-08-03,2024-01-07
501021,1292,605.84,540.93,2024-01-08,2024-05-12
501022,1292,653.02,583.05,2024-05-13,9999-12-31
501023,1293,22.34,19.95,2022-01-01,2023-04-12
501024,1293,23.87,21.31,2023-04-13,2024-09-01
501025,1293,24.76,22.11,2024-09-02,2024-09-09
501026,1293,24.52,21.89,2024-09-10,9999-12-31
501027,1294,123.14,109.95,2022-01-01,2023-12-08
501028,1294,149.4,133.39,2023-12-09,2024-07-04
501029,1294,153.44,137.0,2024-07-05,2024-09-14
501030,1294,160.15,142.99,2024-09-15,9999-12-31
501031,1295,171.3,152.95,2022-01-01,2023-07-09
501032,1295,174.37,155.69,2023-07-10,2024-04-07
501033,1295,185.73,165.83,2024-04-08,9999-12-31
501034,1296,148.9,132.95,2022-01-01,2023-06-27
501035,1296,162.15,144.78,2023-06-28,2024-01-17
501036,1296,169.56,151.39,2024-01-18,2024-04-27
501037,1296,184.86,165.05,2024-04-28,2024-05-15
501038,1296,203.28,181.5,2024-05-16,9999-12-31
501039,1297,474.82,423.95,2022-01-01,2023-09-18
501040,1297,488.48,436.14,2023-09-19,2023-12-23
501041,1297,465.81,415.9,2023-12-24,9999-12-31
501042,1298,188.1,167.95,2022-01-01,2023-03-18
501043,1298,182.31,162.78,2023-03-19,2023-03-30
501044,1298,189.6,169.29,2023-03-31,2023-05-09
501045,1298,194.19,173.38,2023-05-10,2023-08-15
501046,1298,183.85,164.15,2023-08-16,9999-12-31
501047,1299,91.78,81.95,2022-01-01,2023-05-01
501048,1299,95.41,85.19,2023-05-02,2023-06-12
501049,1299,89.79,80.17,2023-06-13,2023-10-12
501050,1299,98.11,87.6,2023-10-13,2024-06-19
501051,1299,98.53,87.97,2024-06-20,9999-12-31
501052,1300,1131.14,1009.95,2022-01-01,2023-11-19
501053,1300,1182.65,1055.94,2023-11-20,2023-12-23
501054,1300,1195.87,1067.74,2023-12-24,2024-03-02
501055,1300,1234.16,1101.93,2024-03-03,2024-04-30
501056,1300,1100.65,982.72,2024-05-01,9999-12-31
501057,1301,415.46,370.95,2022-01-01,2023-09-15
501058,1301,421.83,376.63,2023-09-16,2023-12-31
501059,1301,387.18,345.7,2024-01-01,2024-08-16
501060,1301,407.49,363.83,2024-08-17,2024-09-19
501061,1301,449.0,400.89,2024-09-20,9999-12-31
501062,1302,378.5,337.95,2022-01-01,2023-07-21
501063,1302,363.6,324.64,2023-07-22,2023-09-28
501064,1302,414.34,369.95,2023-09-29,2023-12-17
501065,1302,436.49,389.72,2023-12-18,9999-12-31
501066,1303,144.42,128.95,2022-01-01,2024-10-02
501067,1303,150.91,134.74,2024-10-03,9999-12-31
501068,1304,137.7,122.95,2022-01-01,2023-10-11
501069,1304,138.7,123.84,2023-10-12,2023-10-22
501070,1304,141.38,126.23,2023-10-23,2024-07-06
501071,1304,144.78,129.27,2024-07-07,2024-09-19
501072,1304,155.5,138.84,2024-09-20,9999-12-31
501073,1305,257.54,229.95,2022-01-01,2023-06-26
501074,1305,283.09,252.76,2023-06-27,2024-10-02
501075,1305,270.93,241.9,2024-10-03,9999-12-31
501076,1306,1384.26,1235.95,2022-01-01,2023-11-17
501077,1306,1379.39,1231.6,2023-11-18,2024-04-12
501078,1306,1634.33,1459.22,2024-04-13,2024-05-29
501079,1306,1704.43,1521.81,2024-05-30,2024-11-06
501080,1306,1915.27,1710.06,2024-11-07,9999-12-31
501081,1307,99.62,88.95,2022-01-01,2023-06-21
501082,1307,101.6,90.71,2023-06-22,2024-03-03
501083,1307,105.16,93.89,2024-03-04,9999-12-31
501084,1308,909.38,811.95,2022-01-01,2023-03-18
501085,1308,949.11,847.42,2023-03-19,2023-06-24
501086,1308,1047.6,935.36,2023-06-25,2024-06-03
501087,1308,1157.24,1033.25,2024-06-04,2024-07-09
501088,1308,1251.32,1117.25,2024-07-10,9999-12-31
501089,1309,232.9,207.95,2022-01-01,2023-02-09
501090,1309,248.21,221.62,2023-02-10,9999-12-31
501091,1310,51.46,45.95,2022-01-01,2024-03-29
501092,1310,56.11,50.1,2024-03-30,2024-05-20
501093,1310,58.84,52.54,2024-05-21,9999-12-31
501094,1311,173.54,154.95,2022-01-01,2023-04-21
501095,1311,191.6,171.07,2023-04-22,2024-02-07
501096,1311,216.43,193.24,2024-02-08,2024-03-12
501097,1311,214.55,191.56,2024-03-13,9999-12-31
501098,1312,1517.54,1354.95,2022-01-01,2023-11-10
501099,1312,1469.76,1312.29,2023-11-11,2023-11-23
501100,1312,1561.37,1394.08,2023-11-24,2024-06-13
501101,1312,1776.35,1586.03,2024-06-14,2024-10-31
501102,1312,1808.97,1615.15,2024-11-01,9999-12-31
501103,1313,377.38,336.95,2022-01-01,2024-03-01
501104,1313,367.3,327.95,2024-03-02,9999-12-31
501105,1314,356.1,317.95,2022-01-01,2023-01-25
501106,1314,348.42,311.09,2023-01-26,2023-01-30
501107,1314,361.11,322.42,2023-01-31,2023-08-22
501108,1314,383.29,342.22,2023-08-23,2023-10-25
501109,1314,384.31,343.13,2023-10-26,9999-12-31
501110,1315,202.66,180.95,2022-01-01,2023-09-25
501111,1315,207.04,184.86,2023-09-26,2024-07-13
501112,1315,218.06,194.7,2024-07-14,9999-12-31
501113,1316,346.02,308.95,2022-01-01,2023-05-09
501114,1316,329.18,293.91,2023-05-10,2023-06-14
501115,1316,356.93,318.69,2023-06-15,2023-12-08
501116,1316,390.76,348.89,2023-12-09,2024-03-10
501117,1316,383.44,342.36,2024-03-11,9999-12-31
501118,1317,74.98,66.95,2022-01-01,2023-03-18
501119,1317,73.26,65.41,2023-03-19,2024-08-05
501120,1317,76.68,68.46,2024-08-06,9999-12-31
501121,1318,814.18,726.95,2022-01-01,2024-01-05
501122,1318,813.19,726.06,2024-01-06,2024-09-27
501123,1318,858.17,766.22,2024-09-28,2024-09-30
501124,1318,874.56,780.86,2024-10-01,9999-12-31
501125,1319,309.06,275.95,2022-01-01,2023-10-08
501126,1319,351.34,313.7,2023-10-09,2024-05-10
501127,1319,380.81,340.01,2024-05-11,2024-10-15
501128,1319,375.64,335.39,2024-10-16,2024-11-06
501129,1319,375.51,335.28,2024-11-07,9999-12-31
501130,1320,843.3,752.95,2022-01-01,2023-03-23
501131,1320,928.97,829.44,2023-03-24,2023-07-19
501132,1320,1006.8,898.93,2023-07-20,2023-11-28
501133,1320,1045.54,933.52,2023-11-29,2024-04-28
501134,1320,1039.93,928.51,2024-04-29,9999-12-31
501135,1321,150.02,133.95,2022-01-01,2024-09-25
501136,1321,163.08,145.61,2024-09-26,9999-12-31
501137,1322,25.7,22.95,2022-01-01,2023-07-21
501138,1322,26.01,23.22,2023-07-22,2023-09-22
501139,1322,24.42,21.8,2023-09-23,2024-07-06
501140,1322,25.08,22.39,2024-07-07,9999-12-31
501141,1323,137.7,122.95,2022-01-01,2023-02-22
501142,1323,144.55,129.06,2023-02-23,2023-05-09
501143,1323,167.79,149.81,2023-05-10,2024-01-21
501144,1323,186.95,166.92,2024-01-22,2024-02-05
501145,1323,187.89,167.76,2024-02-06,9999-12-31
501146,1324,128.74,114.95,2022-01-01,2023-07-08
501147,1324,136.26,121.66,2023-07-09,2023-07-24
501148,1324,142.88,127.57,2023-07-25,2023-09-24
501149,1324,130.8,116.79,2023-09-25,9999-12-31
501150,1325,418.82,373.95,2022-01-01,2024-06-24
501151,1325,436.06,389.34,2024-06-25,9999-12-31
501152,1326,629.38,561.95,2022-01-01,2024-04-22
501153,1326,684.91,611.53,2024-04-23,2024-09-05
501154,1326,722.19,644.81,2024-09-06,9999-12-31
501155,1327,267.62,238.95,2022-01-01,2024-10-11
501156,1327,277.11,247.42,2024-10-12,2024-10-31
501157,1327,315.74,281.91,2024-11-01,9999-12-31
501158,1328,613.7,547.95,2022-01-01,2024-07-07
501159,1328,658.21,587.69,2024-07-08,9999-12-31
501160,1329,46.98,41.95,2022-01-01,2023-12-12
501161,1329,48.43,43.24,2023-12-13,2024-09-19
501162,1329,54.75,48.88,2024-09-20,9999-12-31
501163,1330,130.98,116.95,2022-01-01,2024-10-16
501164,1330,125.13,111.72,2024-10-17,9999-12-31
501165,1331,319.14,284.95,2022-01-01,2024-09-11
501166,1331,345.73,308.69,2024-09-12,9999-12-31
501167,1332,29.06,25.95,2022-01-01,2023-07-04
501168,1332,30.34,27.09,2023-07-05,2024-04-18
501169,1332,34.71,30.99,2024-04-19,2024-06-05
501170,1332,38.75,34.6,2024-06-06,2024-07-20
501171,1332,39.37,35.15,2024-07-21,9999-12-31
501172,1333,230.66,205.95,2022-01-01,2023-03-28
501173,1333,222.49,198.65,2023-03-29,2023-09-07
501174,1333,217.94,194.59,2023-09-08,9999-12-31
501175,1334,100.74,89.95,2022-01-01,2024-01-14
501176,1334,105.82,94.48,2024-01-15,2024-01-27
501177,1334,105.56,94.25,2024-01-28,2024-06-21
501178,1334,105.55,94.24,2024-06-22,9999-12-31
501179,1335,102.98,91.95,2022-01-01,2023-07-30
501180,1335,109.97,98.19,2023-07-31,2023-10-27
501181,1335,111.83,99.85,2023-10-28,2024-07-10
501182,1335,119.86,107.02,2024-07-11,9999-12-31
501183,1336,89.54,79.95,2022-01-01,2024-07-08
501184,1336,95.98,85.7,2024-07-09,2024-08-20
501185,1336,100.21,89.47,2024-08-21,9999-12-31
501186,1337,158.98,141.95,2022-01-01,2024-03-16
501187,1337,156.61,139.83,2024-03-17,9999-12-31
501188,1338,106.34,94.95,2022-01-01,2023-12-06
501189,1338,117.12,104.57,2023-12-07,9999-12-31
501190,1339,64.9,57.95,2022-01-01,2023-11-14
501191,1339,65.36,58.36,2023-11-15,2024-08-13
501192,1339,66.94,59.77,2024-08-14,9999-12-31
501193,1340,525.22,468.95,2022-01-01,2023-11-18
501194,1340,546.16,487.64,2023-11-19,2024-09-07
501195,1340,546.94,488.34,2024-09-08,2024-09-13
501196,1340,543.89,485.62,2024-09-14,2024-09-22
501197,1340,570.46,509.34,2024-09-23,9999-12-31
501198,1341,11.14,9.95,2022-01-01,2024-05-14
501199,1341,11.89,10.62,2024-05-15,9999-12-31
501200,1342,77.22,68.95,2022-01-01,2023-10-19
501201,1342,81.83,73.06,2023-10-20,2024-02-18
501202,1342,82.45,73.62,2024-02-19,2024-03-18
501203,1342,83.26,74.34,2024-03-19,2024-08-31
501204,1342,95.1,84.91,2024-09-01,9999-12-31
501205,1343,305.7,272.95,2022-01-01,2023-07-21
501206,1343,314.94,281.2,2023-07-22,2023-07-23
501207,1343,355.56,317.46,2023-07-24,2023-08-31
501208,1343,362.58,323.73,2023-09-01,2023-11-28
501209,1343,397.91,355.28,2023-11-29,9999-12-31
501210,1344,394.18,351.95,2022-01-01,2023-03-02
501211,1344,380.97,340.15,2023-03-03,2024-01-13
501212,1344,379.34,338.7,2024-01-14,2024-03-19
501213,1344,415.97,371.4,2024-03-20,2024-09-03
501214,1344,414.76,370.32,2024-09-04,9999-12-31
501215,1345,370.66,330.95,2022-01-01,2023-03-30
501216,1345,390.7,348.84,2023-03-31,2023-12-31
501217,1345,427.04,381.29,2024-01-01,2024-03-27
501218,1345,429.76,383.71,2024-03-28,2024-06-16
501219,1345,431.42,385.2,2024-06-17,9999-12-31
501220,1346,1203.94,1074.95,2022-01-01,2024-03-07
501221,1346,1256.47,1121.85,2024-03-08,2024-05-31
501222,1346,1258.03,1123.24,2024-06-01,2024-06-28
501223,1346,1353.09,1208.12,2024-06-29,2024-07-11
501224,1346,1395.31,1245.81,2024-07-12,9999-12-31
501225,1347,337.06,300.95,2022-01-01,2023-03-07
501226,1347,339.07,302.74,2023-03-08,2023-12-04
501227,1347,373.95,333.88,2023-12-05,9999-12-31
501228,1348,841.06,750.95,2022-01-01,2023-10-26
501229,1348,918.11,819.74,2023-10-27,2024-10-08
501230,1348,1003.36,895.86,2024-10-09,9999-12-31
501231,1349,242.98,216.95,2022-01-01,2024-01-29
501232,1349,254.4,227.14,2024-01-30,2024-02-08
501233,1349,294.06,262.55,2024-02-09,2024-03-02
501234,1349,296.35,264.6,2024-03-03,2024-04-17
501235,1349,272.19,243.03,2024-04-18,9999-12-31
501236,1350,32.42,28.95,2022-01-01,2024-05-19
501237,1350,33.38,29.8,2024-05-20,2024-07-06
501238,1350,35.31,31.53,2024-07-07,9999-12-31
501239,1351,173.54,154.95,2022-01-01,2023-02-25
501240,1351,168.45,150.4,2023-02-26,2023-03-30
501241,1351,189.35,169.06,2023-03-31,2024-04-04
501242,1351,197.72,176.54,2024-04-05,9999-12-31
501243,1352,649.54,579.95,2022-01-01,2023-05-22
501244,1352,614.78,548.91,2023-05-23,2024-08-14
501245,1352,652.08,582.21,2024-08-15,9999-12-31
501246,1353,1302.5,1162.95,2022-01-01,2023-06-12
501247,1353,1480.51,1321.88,2023-06-13,2024-05-18
501248,1353,1579.36,1410.14,2024-05-19,9999-12-31
501249,1354,154.5,137.95,2022-01-01,2024-08-05
501250,1354,169.92,151.71,2024-08-06,9999-12-31
501251,1355,212.74,189.95,2022-01-01,2023-11-28
501252,1355,208.91,186.53,2023-11-29,2024-01-20
501253,1355,222.51,198.67,2024-01-21,9999-12-31
501254,1356,204.9,182.95,2022-01-01,2023-11-25
501255,1356,226.33,202.08,2023-11-26,2024-08-13
501256,1356,246.43,220.03,2024-08-14,2024-11-03
501257,1356,233.11,208.13,2024-11-04,9999-12-31
501258,1357,13.38,11.95,2022-01-01,2024-09-17
501259,1357,16.28,14.54,2024-09-18,9999-12-31
501260,1358,443.46,395.95,2022-01-01,2023-08-25
501261,1358,410.8,366.79,2023-08-26,2024-11-07
501262,1358,457.68,408.64,2024-11-08,9999-12-31
501263,1359,32.42,28.95,2022-01-01,2024-01-29
501264,1359,35.41,31.62,2024-01-30,2024-02-16
501265,1359,39.83,35.56,2024-02-17,2024-07-16
501266,1359,41.59,37.13,2024-07-17,9999-12-31
501267,1360,1359.62,1213.95,2022-01-01,2023-11-14
501268,1360,1425.39,1272.67,2023-11-15,9999-12-31
501269,1361,669.7,597.95,2022-01-01,2024-03-23
501270,1361,632.77,564.97,2024-03-24,2024-04-30
501271,1361,710.72,634.57,2024-05-01,2024-06-14
501272,1361,819.68,731.86,2024-06-15,9999-12-31
501273,1362,192.58,171.95,2022-01-01,2023-05-31
501274,1362,171.01,152.69,2023-06-01,2024-02-15
501275,1362,166.16,148.36,2024-02-16,2024-03-15
501276,1362,165.8,148.04,2024-03-16,2024-09-23
501277,1362,179.8,160.54,2024-09-24,9999-12-31
501278,1363,100.74,89.95,2022-01-01,2023-03-23
501279,1363,109.89,98.12,2023-03-24,9999-12-31
501280,1364,78.34,69.95,2022-01-01,2024-08-02
501281,1364,83.63,74.67,2024-08-03,9999-12-31
501282,1365,124.26,110.95,2022-01-01,2023-06-02
501283,1365,127.7,114.02,2023-06-03,2024-05-17
501284,1365,128.05,114.33,2024-05-18,2024-06-17
501285,1365,133.29,119.01,2024-06-18,9999-12-31
501286,1366,78.34,69.95,2022-01-01,2023-03-16
501287,1366,82.1,73.3,2023-03-17,2023-09-03
501288,1366,87.52,78.14,2023-09-04,2023-09-11
501289,1366,96.53,86.19,2023-09-12,9999-12-31
501290,1367,419.94,374.95,2022-01-01,2023-04-20
501291,1367,434.09,387.58,2023-04-21,2023-09-12
501292,1367,465.85,415.94,2023-09-13,2024-08-30
501293,1367,455.06,406.3,2024-08-31,2024-09-01
501294,1367,464.09,414.37,2024-09-02,9999-12-31
501295,1368,134.34,119.95,2022-01-01,2023-03-12
501296,1368,133.8,119.46,2023-03-13,2024-04-08
501297,1368,130.33,116.37,2024-04-09,9999-12-31
501298,1369,204.9,182.95,2022-01-01,2023-05-26
501299,1369,205.51,183.49,2023-05-27,2023-07-05
501300,1369,213.98,191.05,2023-07-06,2024-01-20
501301,1369,212.08,189.36,2024-01-21,2024-11-07
501302,1369,207.83,185.56,2024-11-08,9999-12-31
501303,1370,377.38,336.95,2022-01-01,2023-06-18
501304,1370,429.13,383.15,2023-06-19,2023-08-20
501305,1370,495.75,442.63,2023-08-21,2024-01-11
501306,1370,514.26,459.16,2024-01-12,2024-02-28
501307,1370,578.32,516.36,2024-02-29,9999-12-31
501308,1371,95.14,84.95,2022-01-01,2024-04-17
501309,1371,104.08,92.93,2024-04-18,9999-12-31
501310,1372,148.9,132.95,2022-01-01,2024-07-03
501311,1372,149.15,133.17,2024-07-04,9999-12-31
501312,1373,194.82,173.95,2022-01-01,2023-04-07
501313,1373,197.74,176.55,2023-04-08,2024-05-31
501314,1373,205.49,183.47,2024-06-01,9999-12-31
501315,1374,96.26,85.95,2022-01-01,2023-09-08
501316,1374,91.22,81.45,2023-09-09,2024-04-20
501317,1374,96.61,86.26,2024-04-21,2024-06-16
501318,1374,88.78,79.27,2024-06-17,2024-09-14
501319,1374,92.19,82.31,2024-09-15,9999-12-31
501320,1375,113.06,100.95,2022-01-01,2023-07-17
501321,1375,117.68,105.07,2023-07-18,2023-10-25
501322,1375,124.15,110.85,2023-10-26,2024-08-21
501323,1375,120.44,107.54,2024-08-22,9999-12-31
501324,1376,385.22,343.95,2022-01-01,2023-06-08
501325,1376,375.47,335.24,2023-06-09,2023-12-28
501326,1376,386.2,344.82,2023-12-29,2024-05-27
501327,1376,397.66,355.05,2024-05-28,2024-08-27
501328,1376,466.94,416.91,2024-08-28,9999-12-31
501329,1377,130.98,116.95,2022-01-01,2023-11-20
501330,1377,128.54,114.77,2023-11-21,2024-11-01
501331,1377,126.73,113.15,2024-11-02,9999-12-31
501332,1378,217.22,193.95,2022-01-01,2023-05-16
501333,1378,242.49,216.51,2023-05-17,2023-05-25
501334,1378,272.56,243.36,2023-05-26,2023-08-05
501335,1378,270.3,241.34,2023-08-06,2024-08-04
501336,1378,303.08,270.61,2024-08-05,9999-12-31
501337,1379,490.5,437.95,2022-01-01,2023-08-28
501338,1379,502.2,448.39,2023-08-29,2023-09-21
501339,1379,487.2,435.0,2023-09-22,2024-04-28
501340,1379,444.68,397.04,2024-04-29,2024-10-14
501341,1379,436.58,389.8,2024-10-15,9999-12-31
501342,1380,185.86,165.95,2022-01-01,2023-07-23
501343,1380,184.83,165.03,2023-07-24,2023-10-15
501344,1380,198.15,176.92,2023-10-16,2024-08-22
501345,1380,198.23,176.99,2024-08-23,2024-09-06
501346,1380,217.65,194.33,2024-09-07,9999-12-31
501347,1381,287.78,256.95,2022-01-01,2024-07-13
501348,1381,292.85,261.47,2024-07-14,9999-12-31
501349,1382,259.78,231.95,2022-01-01,2024-04-25
501350,1382,282.24,252.0,2024-04-26,9999-12-31
501351,1383,505.06,450.95,2022-01-01,2024-04-18
501352,1383,556.0,496.43,2024-04-19,2024-10-26
501353,1383,577.79,515.88,2024-10-27,9999-12-31
501354,1384,104.1,92.95,2022-01-01,2023-12-05
501355,1384,106.68,95.25,2023-12-06,2024-06-12
501356,1384,105.32,94.04,2024-06-13,2024-09-13
501357,1384,106.4,95.0,2024-09-14,9999-12-31
501358,1385,214.98,191.95,2022-01-01,2023-08-10
501359,1385,235.91,210.63,2023-08-11,2024-04-25
501360,1385,246.09,219.72,2024-04-26,9999-12-31
501361,1386,1405.54,1254.95,2022-01-01,2024-05-23
501362,1386,1410.32,1259.21,2024-05-24,2024-10-24
501363,1386,1430.51,1277.24,2024-10-25,9999-12-31
501364,1387,454.66,405.95,2022-01-01,2024-03-06
501365,1387,469.81,419.47,2024-03-07,2024-07-07
501366,1387,493.04,440.21,2024-07-08,2024-10-11
501367,1387,476.21,425.19,2024-10-12,9999-12-31
501368,1388,90.66,80.95,2022-01-01,2023-08-01
501369,1388,90.06,80.41,2023-08-02,2024-09-02
501370,1388,97.22,86.8,2024-09-03,9999-12-31
501371,1389,322.5,287.95,2022-01-01,2024-04-26
501372,1389,343.46,306.66,2024-04-27,2024-07-04
501373,1389,373.46,333.45,2024-07-05,2024-09-17
501374,1389,371.38,331.59,2024-09-18,2024-11-04
501375,1389,398.82,356.09,2024-11-05,9999-12-31
501376,1390,363.94,324.95,2022-01-01,2023-05-16
501377,1390,397.25,354.69,2023-05-17,2024-05-10
501378,1390,419.88,374.89,2024-05-11,2024-06-20
501379,1390,437.96,391.04,2024-06-21,9999-12-31
501380,1391,598.02,533.95,2022-01-01,2023-03-15
501381,1391,600.12,535.82,2023-03-16,2024-02-08
501382,1391,579.48,517.39,2024-02-09,2024-07-09
501383,1391,598.17,534.08,2024-07-10,9999-12-31
501384,1392,539.78,481.95,2022-01-01,2024-03-28
501385,1392,595.72,531.89,2024-03-29,2024-05-01
501386,1392,593.33,529.76,2024-05-02,2024-06-08
501387,1392,641.47,572.74,2024-06-09,9999-12-31
501388,1393,97.38,86.95,2022-01-01,2024-07-29
501389,1393,110.6,98.75,2024-07-30,9999-12-31
501390,1394,77.22,68.95,2022-01-01,2024-07-25
501391,1394,80.77,72.12,2024-07-26,2024-09-10
501392,1394,84.19,75.17,2024-09-11,9999-12-31
501393,1395,152.26,135.95,2022-01-01,2023-08-25
501394,1395,167.66,149.7,2023-08-26,2023-10-17
501395,1395,178.99,159.81,2023-10-18,2024-06-24
501396,1395,191.77,171.22,2024-06-25,2024-06-30
501397,1395,191.34,170.84,2024-07-01,9999-12-31
501398,1396,153.38,136.95,2022-01-01,2023-08-01
501399,1396,158.8,141.79,2023-08-02,2023-10-18
501400,1396,171.3,152.95,2023-10-19,2023-12-08
501401,1396,170.97,152.65,2023-12-09,2024-07-15
501402,1396,177.78,158.73,2024-07-16,9999-12-31
501403,1397,161.22,143.95,2022-01-01,2023-06-10
501404,1397,170.21,151.97,2023-06-11,9999-12-31
501405,1398,26.82,23.95,2022-01-01,2024-03-26
501406,1398,28.69,25.62,2024-03-27,9999-12-31
501407,1399,867.94,774.95,2022-01-01,2023-09-06
501408,1399,975.6,871.07,2023-09-07,2024-08-28
501409,1399,1030.69,920.26,2024-08-29,9999-12-31
501410,1400,444.58,396.95,2022-01-01,2024-02-04
501411,1400,466.19,416.24,2024-02-05,9999-12-31
501412,1401,111.94,99.95,2022-01-01,2024-05-24
501413,1401,121.93,108.87,2024-05-25,9999-12-31
501414,1402,194.82,173.95,2022-01-01,2023-07-25
501415,1402,223.05,199.15,2023-07-26,2024-07-30
501416,1402,223.75,199.78,2024-07-31,9999-12-31
501417,1403,587.94,524.95,2022-01-01,2024-04-29
501418,1403,608.72,543.5,2024-04-30,2024-09-13
501419,1403,609.18,543.91,2024-09-14,9999-12-31
501420,1404,1519.78,1356.95,2022-01-01,2024-11-04
501421,1404,1472.16,1314.43,2024-11-05,9999-12-31
501422,1405,650.66,580.95,2022-01-01,2023-07-05
501423,1405,721.95,644.6,2023-07-06,2024-01-30
501424,1405,762.4,680.71,2024-01-31,9999-12-31
501425,1406,104.1,92.95,2022-01-01,2023-08-06
501426,1406,113.33,101.19,2023-08-07,9999-12-31
501427,1407,86.18,76.95,2022-01-01,2023-06-27
501428,1407,89.7,80.09,2023-06-28,9999-12-31
501429,1408,758.18,676.95,2022-01-01,2023-09-24
501430,1408,718.11,641.17,2023-09-25,2024-07-30
501431,1408,728.59,650.53,2024-07-31,2024-08-08
501432,1408,775.08,692.04,2024-08-09,2024-10-19
501433,1408,764.28,682.39,2024-10-20,9999-12-31
501434,1409,128.74,114.95,2022-01-01,2024-04-04
501435,1409,130.87,116.85,2024-04-05,9999-12-31
501436,1410,475.94,424.95,2022-01-01,2023-11-14
501437,1410,527.84,471.29,2023-11-15,9999-12-31
501438,1411,132.1,117.95,2022-01-01,2023-11-28
