product_sk,product_code,product_name,category_id,brand,pack_size,uom,valid_from,valid_to,is_current
1259,P101810,Pampers Baby Powder XL,C09,Pampers,XL,EA,2019-04-01,9999-12-31,True
1260,P101813,Farm Fresh Apple Loose,C12,Farm Fresh,Loose,KG,2019-04-01,9999-12-31,True
1261,P101825,Harvest Gold Rusk Pack of 2,C11,Harvest Gold,Pack of 2,EA,2019-04-01,9999-12-31,True
1262,P101827,Fortune Mustard Oil 5L,C05,Fortune,5L,EA,2019-04-01,9999-12-31,True
1263,P101839,Classmate Ball Pen Pack of 5,C14,Classmate,Pack of 5,EA,2019-04-01,9999-12-31,True
1264,P101842,MDH Chilli Powder 500g,C06,MDH,500g,EA,2019-04-01,9999-12-31,True
1265,P101851,Daawat Chana Dal 1kg,C04,Daawat,1kg,EA,2019-04-01,9999-12-31,True
1266,P101859,Camlin A4 Paper Ream 1 pc,C14,Camlin,1 pc,EA,2019-04-01,9999-12-31,True
1267,P101864,Sunfeast Glucose Biscuit 250g,C01,Sunfeast,250g,EA,2019-04-01,9999-12-31,True
1268,P101874,Local Mandi Tomato Loose,C12,Local Mandi,Loose,KG,2019-04-01,9999-12-31,True
1269,P101876,English Oven Pav Bun 400g,C11,English Oven,400g,EA,2019-04-01,9999-12-31,True
1270,P101884,Sumeru Frozen Peas 1kg,C10,Sumeru,1kg,EA,2019-04-01,9999-12-31,True
1271,P101894,Mamypoko Baby Wipes Medium,C09,Mamypoko,Medium,EA,2019-04-01,9999-12-31,True
1272,P101899,Surf Excel Floor Cleaner 500ml,C08,Surf Excel,500ml,EA,2019-04-01,9999-12-31,True
1273,P101904,Mamaearth Body Lotion 75g,C07,Mamaearth,75g,EA,2019-04-01,9999-12-31,True
1274,P101911,Daawat Sona Masoori Rice 1kg,C04,Daawat,1kg,EA,2019-04-01,9999-12-31,True
1275,P101923,Comfort Dishwash Bar 500g,C08,Comfort,500g,EA,2019-04-01,9999-12-31,True
1276,P101925,Himalaya Body Lotion 180ml,C07,Himalaya,180ml,EA,2019-04-01,9999-12-31,True
1277,P101933,Mamypoko Baby Powder Medium,C09,Mamypoko,Medium,EA,2019-04-01,9999-12-31,True
1278,P101940,ITC Master Chef Idli Batter 1kg,C10,ITC Master Chef,1kg,EA,2019-04-01,9999-12-31,True
1279,P101949,Dhara Mustard Oil 1L,C05,Dhara,1L,EA,2019-04-01,9999-12-31,True
1280,P101955,Comfort Toilet Cleaner 200g,C08,Comfort,200g,EA,2019-04-01,9999-12-31,True
1281,P101961,Colgate Shampoo 100g,C07,Colgate,100g,EA,2019-04-01,9999-12-31,True
1282,P101968,Anmol Glucose Biscuit 100g,C01,Anmol,100g,EA,2019-04-01,9999-12-31,True
1283,P101974,Comfort Floor Cleaner 500g,C08,Comfort,500g,EA,2019-04-01,9999-12-31,True
1284,P101982,Himalaya Hair Oil 340ml,C07,Himalaya,340ml,EA,2019-04-01,9999-12-31,True
1285,P101990,Classmate Ball Pen Pack of 5,C14,Classmate,Pack of 5,EA,2019-04-01,9999-12-31,True
1286,P102000,Parle Cookies 60g,C01,Parle,60g,EA,2019-04-01,9999-12-31,True
1287,P102006,Fortune Toor Dal 10kg,C04,Fortune,10kg,EA,2019-04-01,9999-12-31,True
1288,P102014,Cadbury Candy Pack 50g,C13,Cadbury,50g,EA,2019-04-01,9999-12-31,True
1289,P102021,Classmate Notebook 500 sheets,C14,Classmate,500 sheets,EA,2019-04-01,9999-12-31,True
1290,P102023,McCain Frozen Peas 1kg,C10,McCain,1kg,EA,2019-04-01,9999-12-31,True
1291,P102035,Nandini Toned Milk 1L,C02,Nandini,1L,EA,2019-04-01,9999-12-31,True
1292,P102042,Milky Mist Cheese Slices 200ml,C02,Milky Mist,200ml,EA,2019-04-01,2024-05-31,False
1293,P102045,Paper Boat Cola 250g,C03,Paper Boat,250g,EA,2019-04-01,9999-12-31,True
1294,P102054,Harvest Gold Muffin 400g,C11,Harvest Gold,400g,EA,2019-04-01,9999-12-31,True
1295,P102060,Local Mandi Apple 500g,C12,Local Mandi,500g,KG,2019-04-01,9999-12-31,True
1296,P102067,Everest Chilli Powder 50g,C06,Everest,50g,EA,2019-04-01,9999-12-31,True
1297,P102074,Milky Mist Ghee 500ml,C02,Milky Mist,500ml,EA,2019-04-01,9999-12-31,True
1298,P102081,Tata Tea Cola 1L,C03,Tata Tea,1L,EA,2019-04-01,9999-12-31,True
1299,P102091,Safal Apple 1kg,C12,Safal,1kg,KG,2019-04-01,9999-12-31,True
1300,P102096,Pampers Baby Powder XL,C09,Pampers,XL,EA,2019-04-01,9999-12-31,True
1301,P102103,Surf Excel Fabric Conditioner 500ml,C08,Surf Excel,500ml,EA,2019-04-01,9999-12-31,True
1302,P102112,Sumeru Ready Paratha 1kg,C10,Sumeru,1kg,EA,2019-04-01,9999-12-31,True
1303,P102114,English Oven Sandwich Bread 400g,C11,English Oven,400g,EA,2019-04-01,9999-12-31,True
1304,P102122,Paper Boat Tea Leaf 600ml,C03,Paper Boat,600ml,EA,2019-04-01,9999-12-31,True
1305,P102129,Everest Chilli Powder 100g,C06,Everest,100g,EA,2019-04-01,9999-12-31,True
1306,P102139,Dhara Mustard Oil 5L,C05,Dhara,5L,EA,2019-04-01,9999-12-31,True
1307,P102142,Milky Mist Paneer 500ml,C02,Milky Mist,500ml,EA,2019-04-01,9999-12-31,True
1308,P102151,Sundrop Mustard Oil 2L,C05,Sundrop,2L,EA,2019-04-01,9999-12-31,True
1309,P102160,Mamypoko Baby Powder XL,C09,Mamypoko,XL,EA,2019-04-01,9999-12-31,True
1310,P102166,Harpic Dishwash Bar 1kg,C08,Harpic,1kg,EA,2019-04-01,9999-12-31,True
1311,P102175,Local Mandi Apple 1kg,C12,Local Mandi,1kg,KG,2019-04-01,9999-12-31,True
1312,P102181,24 Mantra Poha 5kg,C04,24 Mantra,5kg,EA,2019-04-01,9999-12-31,True
1313,P102184,Aashirvaad Whole Wheat Atta 10kg,C04,Aashirvaad,10kg,EA,2019-04-01,2024-05-31,False
1314,P102193,Real Mango Juice 1L,C03,Real,1L,EA,2019-04-01,9999-12-31,True
1315,P102202,Nestle Dark Chocolate 100g,C13,Nestle,100g,EA,2019-04-01,9999-12-31,True
1316,P102207,Classmate Ball Pen 1 pc,C14,Classmate,1 pc,EA,2019-04-01,9999-12-31,True
1317,P102217,Local Mandi Apple 500g,C12,Local Mandi,500g,KG,2019-04-01,9999-12-31,True
1318,P102219,Fortune Rice Bran Oil 2L,C05,Fortune,2L,EA,2019-04-01,9999-12-31,True
1319,P102230,Himalaya Face Wash 75g,C07,Himalaya,75g,EA,2019-04-01,9999-12-31,True
1320,P102236,Saffola Sunflower Oil 2L,C05,Saffola,2L,EA,2019-04-01,9999-12-31,True
1321,P102243,Eastern Turmeric Powder 100g,C06,Eastern,100g,EA,2019-04-01,9999-12-31,True
1322,P102248,Safal Carrot 500g,C12,Safal,500g,KG,2019-04-01,9999-12-31,True
1323,P102255,Farm Fresh Apple 1kg,C12,Farm Fresh,1kg,KG,2019-04-01,9999-12-31,True
1324,P102263,Classmate Pencil Box Pack of 5,C14,Classmate,Pack of 5,EA,2019-04-01,9999-12-31,True
1325,P102272,Pampers Baby Powder Small,C09,Pampers,Small,EA,2019-04-01,9999-12-31,True
1326,P102280,Nivea Bathing Soap 340ml,C07,Nivea,340ml,EA,2019-04-01,9999-12-31,True
1327,P102286,Real Instant Coffee 2L,C03,Real,2L,EA,2019-04-01,9999-12-31,True
1328,P102290,Huggies Baby Soap Medium,C09,Huggies,Medium,EA,2019-04-01,9999-12-31,True
1329,P102296,Amul Choco Chewing Gum Pack of 10,C13,Amul Choco,Pack of 10,EA,2019-04-01,9999-12-31,True
1330,P102305,ITC Master Chef Ready Paratha 200g,C10,ITC Master Chef,200g,EA,2019-04-01,9999-12-31,True
1331,P102311,Milky Mist Curd 200ml,C02,Milky Mist,200ml,EA,2019-04-01,9999-12-31,True
1332,P102321,Cello Ball Pen 1 pc,C14,Cello,1 pc,EA,2019-04-01,9999-12-31,True
1333,P102324,Heritage Cheese Slices 500ml,C02,Heritage,500ml,EA,2019-04-01,9999-12-31,True
1334,P102335,Perfetti Dark Chocolate 25g,C13,Perfetti,25g,EA,2019-04-01,9999-12-31,True
1335,P102342,Nataraj Pencil Box 1 pc,C14,Nataraj,1 pc,EA,2019-04-01,9999-12-31,True
1336,P102346,Cello A4 Paper Ream 500 sheets,C14,Cello,500 sheets,EA,2019-04-01,9999-12-31,True
1337,P102353,Eastern Garam Masala 200g,C06,Eastern,200g,EA,2019-04-01,9999-12-31,True
1338,P102364,Anmol Cream Biscuit 60g,C01,Anmol,60g,EA,2019-04-01,9999-12-31,True
1339,P102371,Local Mandi Tomato 500g,C12,Local Mandi,500g,KG,2019-04-01,9999-12-31,True
1340,P102375,Surf Excel Toilet Cleaner 500g,C08,Surf Excel,500g,EA,2019-04-01,9999-12-31,True
1341,P102383,Anmol Cookies 150g,C01,Anmol,150g,EA,2019-04-01,9999-12-31,True
1342,P102389,Dove Bathing Soap 180ml,C07,Dove,180ml,EA,2019-04-01,9999-12-31,True
1343,P102397,Nataraj Ball Pen 1 pc,C14,Nataraj,1 pc,EA,2019-04-01,9999-12-31,True
1344,P102404,Fortune Whole Wheat Atta 5kg,C04,Fortune,5kg,EA,2019-04-01,9999-12-31,True
1345,P102409,Catch Sambar Powder 50g,C06,Catch,50g,EA,2019-04-01,2024-05-31,False
1346,P102415,Dhara Sunflower Oil 5L,C05,Dhara,5L,EA,2019-04-01,9999-12-31,True
1347,P102424,Everest Coriander Powder 50g,C06,Everest,50g,EA,2019-04-01,9999-12-31,True
1348,P102432,Pampers Diapers Large,C09,Pampers,Large,EA,2019-04-01,9999-12-31,True
1349,P102436,Himalaya Hair Oil 340ml,C07,Himalaya,340ml,EA,2019-04-01,9999-12-31,True
1350,P102445,Parle Cream Biscuit 250g,C01,Parle,250g,EA,2019-04-01,9999-12-31,True
1351,P102452,Everest Garam Masala 500g,C06,Everest,500g,EA,2019-04-01,9999-12-31,True
1352,P102460,Amul Curd 500ml,C02,Amul,500ml,EA,2019-04-01,9999-12-31,True
1353,P102465,Dhara Groundnut Oil 1L,C05,Dhara,1L,EA,2019-04-01,9999-12-31,True
1354,P102471,Real Tea Leaf 1L,C03,Real,1L,EA,2019-04-01,9999-12-31,True
1355,P102480,Local Bakery Rusk 6 pc,C11,Local Bakery,6 pc,EA,2019-04-01,9999-12-31,True
1356,P102485,Modern Rusk 6 pc,C11,Modern,6 pc,EA,2019-04-01,9999-12-31,True
1357,P102494,Britannia Cookies 150g,C01,Britannia,150g,EA,2019-04-01,9999-12-31,True
1358,P102502,Harpic Dishwash Bar 200g,C08,Harpic,200g,EA,2019-04-01,9999-12-31,True
1359,P102510,Cello A4 Paper Ream 1 pc,C14,Cello,1 pc,EA,2019-04-01,9999-12-31,True
1360,P102516,Dhara Groundnut Oil 1L,C05,Dhara,1L,EA,2019-04-01,9999-12-31,True
1361,P102520,Saffola Mustard Oil 2L,C05,Saffola,2L,EA,2019-04-01,9999-12-31,True
1362,P102531,McCain Frozen Peas 200g,C10,McCain,200g,EA,2019-04-01,9999-12-31,True
1363,P102534,Anmol Namkeen Mix 150g,C01,Anmol,150g,EA,2019-04-01,9999-12-31,True
1364,P102546,Colgate Body Lotion 180ml,C07,Colgate,180ml,EA,2019-04-01,9999-12-31,True
1365,P102549,Milky Mist Butter 500g,C02,Milky Mist,500g,EA,2019-04-01,2024-05-31,False
1366,P102559,English Oven Pav Bun 400g,C11,English Oven,400g,EA,2019-04-01,9999-12-31,True
1367,P102566,Amul Toned Milk 1L,C02,Amul,1L,EA,2019-04-01,9999-12-31,True
1368,P102569,Cello Notebook 500 sheets,C14,Cello,500 sheets,EA,2019-04-01,9999-12-31,True
1369,P102581,English Oven Sandwich Bread 400g,C11,English Oven,400g,EA,2019-04-01,9999-12-31,True
1370,P102585,Eastern Turmeric Powder 200g,C06,Eastern,200g,EA,2019-04-01,9999-12-31,True
1371,P102593,Bikano Cookies 400g,C01,Bikano,400g,EA,2019-04-01,9999-12-31,True
1372,P102598,Farm Fresh Potato 500g,C12,Farm Fresh,500g,KG,2019-04-01,9999-12-31,True
1373,P102609,McCain Ready Paratha 1kg,C10,McCain,1kg,EA,2019-04-01,9999-12-31,True
1374,P102616,Anmol Namkeen Mix 60g,C01,Anmol,60g,EA,2019-04-01,9999-12-31,True
1375,P102623,Cello Ball Pen 500 sheets,C14,Cello,500 sheets,EA,2019-04-01,9999-12-31,True
1376,P102626,Classmate Notebook 1 pc,C14,Classmate,1 pc,EA,2019-04-01,9999-12-31,True
1377,P102636,Everest Coriander Powder 500g,C06,Everest,500g,EA,2019-04-01,9999-12-31,True
1378,P102640,Cadbury Candy Pack 25g,C13,Cadbury,25g,EA,2019-04-01,9999-12-31,True
1379,P102648,Comfort Dishwash Bar 500ml,C08,Comfort,500ml,EA,2019-04-01,9999-12-31,True
1380,P102656,Harvest Gold Sandwich Bread Pack of 2,C11,Harvest Gold,Pack of 2,EA,2019-04-01,9999-12-31,True
1381,P102664,Paper Boat Mango Juice 1L,C03,Paper Boat,1L,EA,2019-04-01,9999-12-31,True
1382,P102671,Perfetti Milk Chocolate Pack of 10,C13,Perfetti,Pack of 10,EA,2019-04-01,9999-12-31,True
1383,P102674,Himalaya Toothpaste 180ml,C07,Himalaya,180ml,EA,2019-04-01,9999-12-31,True
1384,P102682,Mother Dairy Paneer 200g,C02,Mother Dairy,200g,EA,2019-04-01,9999-12-31,True
1385,P102691,MDH Sambar Powder 100g,C06,MDH,100g,EA,2019-04-01,9999-12-31,True
1386,P102695,Pampers Baby Wipes Small,C09,Pampers,Small,EA,2019-04-01,9999-12-31,True
1387,P102707,iD Fresh Idli Batter 400g,C10,iD Fresh,400g,EA,2019-04-01,9999-12-31,True
1388,P102714,iD Fresh French Fries 1kg,C10,iD Fresh,1kg,EA,2019-04-01,9999-12-31,True
1389,P102718,Comfort Detergent Powder 500ml,C08,Comfort,500ml,EA,2019-04-01,9999-12-31,True
1390,P102724,Himalaya Body Lotion 100g,C07,Himalaya,100g,EA,2019-04-01,9999-12-31,True
1391,P102735,Nivea Toothpaste 340ml,C07,Nivea,340ml,EA,2019-04-01,9999-12-31,True
1392,P102738,Johnson's Baby Soap Large,C09,Johnson's,Large,EA,2019-04-01,2024-05-31,False
1393,P102744,English Oven Rusk Pack of 2,C11,English Oven,Pack of 2,EA,2019-04-01,9999-12-31,True
1394,P102755,Harvest Gold Pav Bun Pack of 2,C11,Harvest Gold,Pack of 2,EA,2019-04-01,9999-12-31,True
1395,P102761,Local Mandi Onion 500g,C12,Local Mandi,500g,KG,2019-04-01,9999-12-31,True
1396,P102768,Nestle Candy Pack Pack of 10,C13,Nestle,Pack of 10,EA,2019-04-01,9999-12-31,True
1397,P102772,Local Bakery Muffin Pack of 2,C11,Local Bakery,Pack of 2,EA,2019-04-01,9999-12-31,True
1398,P102779,Classmate Pencil Box Pack of 5,C14,Classmate,Pack of 5,EA,2019-04-01,9999-12-31,True
1399,P102788,Gold Winner Mustard Oil 5L,C05,Gold Winner,5L,EA,2019-04-01,9999-12-31,True
1400,P102794,India Gate Chana Dal 5kg,C04,India Gate,5kg,EA,2019-04-01,9999-12-31,True
1401,P102801,Lizol Fabric Conditioner 200g,C08,Lizol,200g,EA,2019-04-01,9999-12-31,True
1402,P102811,Heritage Butter 200g,C02,Heritage,200g,EA,2019-04-01,9999-12-31,True
1403,P102814,Milky Mist Butter 200g,C02,Milky Mist,200g,EA,2019-04-01,9999-12-31,True
1404,P102821,Aashirvaad Chana Dal 10kg,C04,Aashirvaad,10kg,EA,2019-04-01,9999-12-31,True
1405,P102833,Sundrop Rice Bran Oil 2L,C05,Sundrop,2L,EA,2019-04-01,9999-12-31,True
1406,P102835,Classmate A4 Paper Ream Pack of 5,C14,Classmate,Pack of 5,EA,2019-04-01,9999-12-31,True
1407,P102845,Milky Mist Cheese Slices 500g,C02,Milky Mist,500g,EA,2019-04-01,2024-05-31,False
1408,P102849,Mamypoko Diapers Large,C09,Mamypoko,Large,EA,2019-04-01,9999-12-31,True
1409,P102857,Bikano Glucose Biscuit 250g,C01,Bikano,250g,EA,2019-04-01,9999-12-31,True
1410,P102868,Paper Boat Mineral Water 2L,C03,Paper Boat,2L,EA,2019-04-01,9999-12-31,True
1411,P102874,Nandini Ghee 1L,C02,Nandini,1L,EA,2019-04-01,9999-12-31,True
1412,P102880,Saffola Rice Bran Oil 5L,C05,Saffola,5L,EA,2019-04-01,9999-12-31,True
1413,P102886,Harvest Gold Rusk 6 pc,C11,Harvest Gold,6 pc,EA,2019-04-01,9999-12-31,True
1414,P102892,Vim Detergent Powder 500g,C08,Vim,500g,EA,2019-04-01,9999-12-31,True
1415,P102903,Sunfeast Namkeen Mix 400g,C01,Sunfeast,400g,EA,2019-04-01,9999-12-31,True
1416,P102909,Safal Apple 1kg,C12,Safal,1kg,KG,2019-04-01,9999-12-31,True
1417,P102913,Cello Pencil Box 1 pc,C14,Cello,1 pc,EA,2019-04-01,9999-12-31,True
1418,P102922,Nestle Chewing Gum 25g,C13,Nestle,25g,EA,2019-04-01,9999-12-31,True
1419,P102931,Saffola Mustard Oil 2L,C05,Saffola,2L,EA,2019-04-01,2024-05-31,False
1420,P102933,Mamypoko Baby Wipes XL,C09,Mamypoko,XL,EA,2019-04-01,9999-12-31,True
1421,P102945,Bru Mango Juice 600ml,C03,Bru,600ml,EA,2019-04-01,9999-12-31,True
1422,P102947,Farm Fresh Banana 500g,C12,Farm Fresh,500g,KG,2019-04-01,9999-12-31,True
1423,P102954,McCain Ready Paratha 1kg,C10,McCain,1kg,EA,2019-04-01,9999-12-31,True
1424,P102963,Surf Excel Toilet Cleaner 1kg,C08,Surf Excel,1kg,EA,2019-04-01,9999-12-31,True
1425,P102972,iD Fresh French Fries 1kg,C10,iD Fresh,1kg,EA,2019-04-01,9999-12-31,True
1426,P102975,Nestle Candy Pack Pack of 10,C13,Nestle,Pack of 10,EA,2019-04-01,9999-12-31,True
1427,P102982,Amul Choco Milk Chocolate 50g,C13,Amul Choco,50g,EA,2019-04-01,9999-12-31,True
1428,P102993,Dhara Sunflower Oil 2L,C05,Dhara,2L,EA,2019-04-01,9999-12-31,True
1429,P102998,Thums Up Instant Coffee 600ml,C03,Thums Up,600ml,EA,2019-04-01,9999-12-31,True
1430,P103004,English Oven Pav Bun 6 pc,C11,English Oven,6 pc,EA,2019-04-01,9999-12-31,True
1431,P103012,iD Fresh French Fries 400g,C10,iD Fresh,400g,EA,2019-04-01,9999-12-31,True
1432,P103022,Classmate Ball Pen 500 sheets,C14,Classmate,500 sheets,EA,2019-04-01,9999-12-31,True
1433,P103029,Parle Cookies 60g,C01,Parle,60g,EA,2019-04-01,9999-12-31,True
1434,P103035,Sundrop Rice Bran Oil 5L,C05,Sundrop,5L,EA,2019-04-01,9999-12-31,True
1435,P103040,Mamaearth Face Wash 100g,C07,Mamaearth,100g,EA,2019-04-01,9999-12-31,True
1436,P103050,24 Mantra Chana Dal 5kg,C04,24 Mantra,5kg,EA,2019-04-01,9999-12-31,True
1437,P103054,Farm Fresh Banana 500g,C12,Farm Fresh,500g,KG,2019-04-01,9999-12-31,True
1438,P103062,Harvest Gold Sandwich Bread 6 pc,C11,Harvest Gold,6 pc,EA,2019-04-01,9999-12-31,True
1439,P103068,Amul Ghee 1L,C02,Amul,1L,EA,2019-04-01,9999-12-31,True
1440,P103074,Sunfeast Glucose Biscuit 150g,C01,Sunfeast,150g,EA,2019-04-01,9999-12-31,True
1441,P103081,Vim Toilet Cleaner 500ml,C08,Vim,500ml,EA,2019-04-01,9999-12-31,True
1442,P103090,Sundrop Sunflower Oil 2L,C05,Sundrop,2L,EA,2019-04-01,9999-12-31,True
1443,P103096,Bisleri Tea Leaf 250g,C03,Bisleri,250g,EA,2019-04-01,9999-12-31,True
1444,P103105,Paper Boat Cola 250g,C03,Paper Boat,250g,EA,2019-04-01,9999-12-31,True
1445,P103111,Mother Dairy Curd 200ml,C02,Mother Dairy,200ml,EA,2019-04-01,9999-12-31,True
1446,P103118,Modern Muffin 400g,C11,Modern,400g,EA,2019-04-01,9999-12-31,True
1447,P103124,Bisleri Mineral Water 1L,C03,Bisleri,1L,EA,2019-04-01,9999-12-31,True
1448,P103129,Cadbury Milk Chocolate 25g,C13,Cadbury,25g,EA,2019-04-01,9999-12-31,True
1449,P103137,Sumeru French Fries 1kg,C10,Sumeru,1kg,EA,2019-04-01,9999-12-31,True
1450,P103144,Modern Pav Bun 400g,C11,Modern,400g,EA,2019-04-01,9999-12-31,True
1451,P103155,Thums Up Tea Leaf 500g,C03,Thums Up,500g,EA,2019-04-01,9999-12-31,True
1452,P103159,Daawat Chana Dal 5kg,C04,Daawat,5kg,EA,2019-04-01,9999-12-31,True
1453,P103168,Mamypoko Diapers Medium,C09,Mamypoko,Medium,EA,2019-04-01,9999-12-31,True
1454,P103171,Modern Sandwich Bread 400g,C11,Modern,400g,EA,2019-04-01,9999-12-31,True
1455,P103178,Cadbury Candy Pack Pack of 10,C13,Cadbury,Pack of 10,EA,2019-04-01,9999-12-31,True
1456,P103188,Britannia Khakhra 250g,C01,Britannia,250g,EA,2019-04-01,9999-12-31,True
1457,P103197,Pampers Diapers Medium,C09,Pampers,Medium,EA,2019-04-01,9999-12-31,True
1458,P103202,Nataraj A4 Paper Ream 500 sheets,C14,Nataraj,500 sheets,EA,2019-04-01,9999-12-31,True
1459,P103206,Thums Up Mineral Water 2L,C03,Thums Up,2L,EA,2019-04-01,9999-12-31,True
1460,P103214,Gold Winner Groundnut Oil 5L,C05,Gold Winner,5L,EA,2019-04-01,9999-12-31,True
1692,P104842,Cello Notebook 1 pc,C14,Cello,1 pc,EA,2019-04-01,9999-12-31,True
1461,P103222,Nataraj Pencil Box 500 sheets,C14,Nataraj,500 sheets,EA,2019-04-01,9999-12-31,True
1462,P103231,Milky Mist Toned Milk 200g,C02,Milky Mist,200g,EA,2019-04-01,9999-12-31,True
1463,P103234,Tata Tea Tea Leaf 600ml,C03,Tata Tea,600ml,EA,2019-04-01,9999-12-31,True
1464,P103243,Aachi Chilli Powder 200g,C06,Aachi,200g,EA,2019-04-01,9999-12-31,True
1465,P103249,Milky Mist Butter 200g,C02,Milky Mist,200g,EA,2019-04-01,9999-12-31,True
1466,P103259,Safal Apple 1kg,C12,Safal,1kg,KG,2019-04-01,9999-12-31,True
1467,P103262,Modern Pav Bun 6 pc,C11,Modern,6 pc,EA,2019-04-01,9999-12-31,True
1468,P103273,Camlin Pencil Box 1 pc,C14,Camlin,1 pc,EA,2019-04-01,9999-12-31,True
1469,P103281,Harpic Dishwash Bar 1kg,C08,Harpic,1kg,EA,2019-04-01,9999-12-31,True
1470,P103283,Local Bakery Pav Bun 6 pc,C11,Local Bakery,6 pc,EA,2019-04-01,9999-12-31,True
1471,P103294,Heritage Butter 1L,C02,Heritage,1L,EA,2019-04-01,9999-12-31,True
1472,P103299,Lizol Dishwash Bar 500ml,C08,Lizol,500ml,EA,2019-04-01,9999-12-31,True
1473,P103309,Local Bakery Muffin 400g,C11,Local Bakery,400g,EA,2019-04-01,9999-12-31,True
1474,P103316,Huggies Diapers Small,C09,Huggies,Small,EA,2019-04-01,9999-12-31,True
1475,P103319,Aachi Sambar Powder 500g,C06,Aachi,500g,EA,2019-04-01,9999-12-31,True
1476,P103328,Nivea Shampoo 340ml,C07,Nivea,340ml,EA,2019-04-01,9999-12-31,True
1477,P103337,MDH Sambar Powder 500g,C06,MDH,500g,EA,2019-04-01,9999-12-31,True
1478,P103340,Surf Excel Fabric Conditioner 500g,C08,Surf Excel,500g,EA,2019-04-01,9999-12-31,True
1479,P103348,Gold Winner Mustard Oil 1L,C05,Gold Winner,1L,EA,2019-04-01,9999-12-31,True
1480,P103354,India Gate Toor Dal 10kg,C04,India Gate,10kg,EA,2019-04-01,9999-12-31,True
1481,P103364,Safal Banana 500g,C12,Safal,500g,KG,2019-04-01,9999-12-31,True
1482,P103372,Anmol Cream Biscuit 100g,C01,Anmol,100g,EA,2019-04-01,9999-12-31,True
1483,P103374,Bikano Namkeen Mix 100g,C01,Bikano,100g,EA,2019-04-01,9999-12-31,True
1484,P103382,MDH Garam Masala 500g,C06,MDH,500g,EA,2019-04-01,9999-12-31,True
1485,P103389,Perfetti Milk Chocolate 25g,C13,Perfetti,25g,EA,2019-04-01,9999-12-31,True
1486,P103397,Aashirvaad Basmati Rice 10kg,C04,Aashirvaad,10kg,EA,2019-04-01,9999-12-31,True
1487,P103406,Pampers Baby Powder XL,C09,Pampers,XL,EA,2019-04-01,9999-12-31,True
1488,P103413,Gold Winner Rice Bran Oil 1L,C05,Gold Winner,1L,EA,2019-04-01,9999-12-31,True
1489,P103416,Bru Soda 500g,C03,Bru,500g,EA,2019-04-01,9999-12-31,True
1490,P103424,ITC Master Chef Idli Batter 200g,C10,ITC Master Chef,200g,EA,2019-04-01,9999-12-31,True
1491,P103435,Comfort Toilet Cleaner 200g,C08,Comfort,200g,EA,2019-04-01,9999-12-31,True
1492,P103438,Heritage Ghee 500ml,C02,Heritage,500ml,EA,2019-04-01,9999-12-31,True
1493,P103449,Everest Sambar Powder 100g,C06,Everest,100g,EA,2019-04-01,9999-12-31,True
1494,P103452,Gold Winner Groundnut Oil 5L,C05,Gold Winner,5L,EA,2019-04-01,9999-12-31,True
1495,P103461,Cello Pencil Box Pack of 5,C14,Cello,Pack of 5,EA,2019-04-01,9999-12-31,True
1496,P103465,Harpic Detergent Powder 200g,C08,Harpic,200g,EA,2019-04-01,9999-12-31,True
1497,P103473,iD Fresh French Fries 200g,C10,iD Fresh,200g,EA,2019-04-01,9999-12-31,True
1498,P103484,Perfetti Dark Chocolate 100g,C13,Perfetti,100g,EA,2019-04-01,9999-12-31,True
1499,P103487,Sumeru Frozen Peas 400g,C10,Sumeru,400g,EA,2019-04-01,9999-12-31,True
1500,P103496,Perfetti Candy Pack Pack of 10,C13,Perfetti,Pack of 10,EA,2019-04-01,9999-12-31,True
1501,P103504,Sumeru French Fries 400g,C10,Sumeru,400g,EA,2019-04-01,9999-12-31,True
1502,P103510,MDH Garam Masala 500g,C06,MDH,500g,EA,2019-04-01,9999-12-31,True
1503,P103517,Farm Fresh Apple Loose,C12,Farm Fresh,Loose,KG,2019-04-01,9999-12-31,True
1504,P103525,Aachi Sambar Powder 500g,C06,Aachi,500g,EA,2019-04-01,9999-12-31,True
1505,P103530,Bisleri Mango Juice 250g,C03,Bisleri,250g,EA,2019-04-01,9999-12-31,True
1506,P103538,Catch Sambar Powder 200g,C06,Catch,200g,EA,2019-04-01,9999-12-31,True
1507,P103542,Cello Pencil Box 500 sheets,C14,Cello,500 sheets,EA,2019-04-01,9999-12-31,True
1508,P103552,Local Mandi Onion 1kg,C12,Local Mandi,1kg,KG,2019-04-01,9999-12-31,True
1509,P103559,Dhara Mustard Oil 2L,C05,Dhara,2L,EA,2019-04-01,9999-12-31,True
1510,P103563,Sunfeast Cookies 60g,C01,Sunfeast,60g,EA,2019-04-01,9999-12-31,True
1511,P103575,MDH Turmeric Powder 500g,C06,MDH,500g,EA,2019-04-01,9999-12-31,True
1512,P103577,Nataraj Ball Pen 500 sheets,C14,Nataraj,500 sheets,EA,2019-04-01,9999-12-31,True
1513,P103584,Nivea Face Wash 75g,C07,Nivea,75g,EA,2019-04-01,9999-12-31,True
1514,P103591,Cadbury Dark Chocolate 50g,C13,Cadbury,50g,EA,2019-04-01,9999-12-31,True
1515,P103600,Everest Sambar Powder 200g,C06,Everest,200g,EA,2019-04-01,9999-12-31,True
1516,P103606,Local Bakery Rusk 6 pc,C11,Local Bakery,6 pc,EA,2019-04-01,9999-12-31,True
